AIRPORT_TYPE,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,SERVICE_CLASS,REV_ACRFT_DEP_PERF_510,REV_ENP_FREIGHT_217,REV_ENP_MAIL_219
D,11953,GNV,"Gainesville, FL",K,218.00,3.00,0.00
D,13204,MCO,"Orlando, FL",K,4543.00,452.00,64.00
D,14100,PHL,"Philadelphia, PA",K,1088.00,185.00,265.00
D,14107,PHX,"Phoenix, AZ",K,2278.00,429.00,497.00
D,14122,PIT,"Pittsburgh, PA",K,474.00,17.00,50.00
D,14057,PDX,"Portland, OR",K,1369.00,269.00,161.00
D,14307,PVD,"Providence, RI",K,361.00,0.00,0.00
D,14492,RDU,"Raleigh/Durham, NC",K,2456.00,120.00,29.00
D,14570,RNO,"Reno, NV",K,184.00,0.00,0.00
D,14524,RIC,"Richmond, VA",K,598.00,0.00,0.00
D,14576,ROC,"Rochester, NY",K,255.00,8.00,0.00
D,14893,SMF,"Sacramento, CA",K,666.00,22.00,214.00
D,15016,STL,"St. Louis, MO",K,965.00,20.00,91.00
D,14869,SLC,"Salt Lake City, UT",K,12597.00,995.00,994.00
D,14683,SAT,"San Antonio, TX",K,1133.00,14.00,91.00
D,14679,SAN,"San Diego, CA",K,1710.00,376.00,250.00
D,14771,SFO,"San Francisco, CA",K,2060.00,898.00,789.00
D,14831,SJC,"San Jose, CA",K,505.00,7.00,0.00
D,14843,SJU,"San Juan, PR",K,582.00,585.00,41.00
D,14908,SNA,"Santa Ana, CA",K,984.00,7.00,27.00
D,14747,SEA,"Seattle, WA",K,6854.00,3778.00,863.00
D,14814,SHV,"Shreveport, LA",K,1.00,0.00,0.00
D,11775,FSD,"Sioux Falls, SD",K,234.00,1.00,0.00
D,12094,HDN,"Hayden, CO",K,120.00,0.00,0.00
D,15096,SYR,"Syracuse, NY",K,253.00,0.00,0.00
D,15304,TPA,"Tampa, FL",K,3031.00,370.00,371.00
D,15376,TUS,"Tucson, AZ",K,314.00,7.00,0.00
D,15370,TUL,"Tulsa, OK",K,305.00,1.00,0.00
D,10155,ACT,"Waco, TX",K,1.00,,
D,12264,IAD,"Washington, DC",K,531.00,112.00,41.00
D,11278,DCA,"Washington, DC",K,1985.00,23.00,0.00
D,14027,PBI,"West Palm Beach/Palm Beach, FL",K,1370.00,39.00,0.00
D,12197,HPN,"White Plains, NY",K,183.00,0.00,0.00
D,12278,ICT,"Wichita, KS",K,249.00,3.00,0.00
D,10299,ANC,"Anchorage, AK",K,420.00,50.00,25.00
D,10423,AUS,"Austin, TX",K,2093.00,0.00,21.00
D,11996,GSP,"Greer, SC",K,569.00,15.00,0.00
D,13360,MLB,"Melbourne, FL",K,327.00,0.00,0.00
D,14986,SRQ,"Sarasota/Bradenton, FL",K,670.00,18.00,0.00
D,14685,SAV,"Savannah, GA",K,614.00,11.00,0.00
D,11481,ECP,"Panama City, FL",K,452.00,0.00,0.00
D,11884,GEG,"Spokane, WA",K,442.00,0.00,0.00
D,14783,SGF,"Springfield, MO",K,79.00,0.00,0.00
D,15249,TLH,"Tallahassee, FL",K,400.00,13.00,0.00
D,13422,MOB,"Mobile, AL",K,50.00,0.00,0.00
D,10581,BGR,"Bangor, ME",K,2.00,,
D,10713,BOI,"Boise, ID",K,432.00,6.00,0.00
D,11003,CID,"Cedar Rapids/Iowa City, IA",K,58.00,0.00,0.00
D,15412,TYS,"Knoxville, TN",K,290.00,16.00,0.00
D,14457,RAP,"Rapid City, SD",K,1.00,0.00,0.00
D,14321,PWM,"Portland, ME",K,147.00,1.00,0.00
D,14252,PSC,"Pasco/Kennewick/Richland, WA",K,1.00,,
D,10785,BTV,"Burlington, VT",K,86.00,0.00,0.00
D,12758,KOA,"Kona, HI",K,176.00,47.00,0.00
D,12982,LIH,"Lihue, HI",K,162.00,0.00,0.00
D,13502,MTJ,"Montrose/Delta, CO",K,41.00,0.00,0.00
D,11977,GRB,"Green Bay, WI",K,90.00,0.00,0.00
D,13273,MGE,"Marietta, GA",K,1.00,,
D,11252,DAB,"Daytona Beach, FL",K,343.00,0.00,0.00
D,13577,MYR,"Myrtle Beach, SC",K,351.00,3.00,0.00
D,14193,PNS,"Pensacola, FL",K,515.00,23.00,0.00
D,10208,AGS,"Augusta, GA",K,38.00,0.00,0.00
D,10849,BZN,"Bozeman, MT",K,387.00,0.00,0.00
D,10980,CHA,"Chattanooga, TN",K,319.00,0.00,0.00
D,11630,FAI,"Fairbanks, AK",K,90.00,0.00,0.00
D,11648,FCA,"Kalispell, MT",K,140.00,0.00,0.00
D,12945,LEX,"Lexington, KY",K,205.00,0.00,0.00
D,13486,MSO,"Missoula, MT",K,115.00,0.00,0.00
D,11624,EYW,"Key West, FL",K,290.00,0.00,0.00
D,11637,FAR,"Fargo, ND",K,94.00,5.00,0.00
D,11973,GPT,"Gulfport/Biloxi, MS",K,84.00,0.00,0.00
D,15624,VPS,"Valparaiso, FL",K,445.00,0.00,0.00
D,10397,ATL,"Atlanta, GA",V,254.00,5.00,1.00
D,10821,BWI,"Baltimore, MD",V,6.00,0.00,0.00
D,10781,BTR,"Baton Rouge, LA",V,7.00,0.00,0.00
D,15374,TUP,"Tupelo, MS",V,2.00,0.00,0.00
D,10599,BHM,"Birmingham, AL",V,2.00,0.00,0.00
D,14574,ROA,"Roanoke, VA",V,4.00,0.00,0.00
D,10721,BOS,"Boston, MA",V,47.00,0.00,0.00
D,10792,BUF,"Buffalo, NY",V,15.00,0.00,0.00
D,10800,BUR,"Burbank, CA",V,2.00,0.00,0.00
D,11027,CKB,"Clarksburg/Fairmont, WV",V,1.00,0.00,0.00
D,11057,CLT,"Charlotte, NC",V,64.00,0.00,0.00
D,13232,MDW,"Chicago, IL",V,40.00,0.00,0.00
D,13930,ORD,"Chicago, IL",V,19.00,0.00,0.00
D,11193,CVG,"Cincinnati, OH",V,22.00,0.00,0.00
D,10683,BMG,"Bloomington, IN",V,4.00,0.00,0.00
D,11042,CLE,"Cleveland, OH",V,62.00,0.00,0.00
D,14275,PTK,"Pontiac, MI",V,6.00,,
D,10868,CAE,"Columbia, SC",V,10.00,0.00,0.00
D,11066,CMH,"Columbus, OH",V,18.00,0.00,0.00
D,11298,DFW,"Dallas/Fort Worth, TX",V,2.00,0.00,0.00
D,11259,DAL,"Dallas, TX",V,41.00,0.00,0.00
D,11292,DEN,"Denver, CO",V,74.00,0.00,0.00
D,11433,DTW,"Detroit, MI",V,146.00,291.00,12.00
D,11391,DQK,"Fort Drum, NY",V,14.00,0.00,0.00
D,11697,FLL,"Fort Lauderdale, FL",V,19.00,0.00,0.00
D,14635,RSW,"Fort Myers, FL",V,0.00,,
D,11638,FAT,"Fresno, CA",V,1.00,,
D,11986,GRR,"Grand Rapids, MI",V,1.00,,
D,10529,BDL,"Hartford, CT",V,3.00,0.00,0.00
D,12266,IAH,"Houston, TX",V,2.00,0.00,0.00
D,12191,HOU,"Houston, TX",V,29.00,0.00,0.00
D,12339,IND,"Indianapolis, IN",V,66.00,0.00,0.00
D,12451,JAX,"Jacksonville, FL",V,3.00,0.00,0.00
D,11517,EIL,"Fairbanks, AK",V,0.00,,
D,13198,MCI,"Kansas City, MO",V,3.00,0.00,0.00
D,11067,CMI,"Champaign/Urbana, IL",V,3.00,0.00,0.00
D,12889,LAS,"Las Vegas, NV",V,27.00,0.00,0.00
D,12954,LGB,"Long Beach, CA",V,1.00,0.00,0.00
D,12892,LAX,"Los Angeles, CA",V,130.00,19.00,0.00
D,14730,SDF,"Louisville, KY",V,6.00,0.00,0.00
D,13485,MSN,"Madison, WI",V,26.00,0.00,0.00
D,14197,POB,"Fayetteville, NC",V,1.00,0.00,0.00
D,13244,MEM,"Memphis, TN",V,43.00,0.00,0.00
D,13303,MIA,"Miami, FL",V,55.00,0.00,0.00
D,13342,MKE,"Milwaukee, WI",V,43.00,0.00,0.00
D,13487,MSP,"Minneapolis, MN",V,88.00,0.00,0.00
D,14533,RIV,"Riverside, CA",V,20.00,0.00,0.00
D,10693,BNA,"Nashville, TN",V,44.00,0.00,0.00
D,13495,MSY,"New Orleans, LA",V,50.00,0.00,0.00
D,12878,LAF,"Lafayette, IN",V,1.00,0.00,0.00
D,12478,JFK,"New York, NY",V,55.00,14.00,0.00
D,10185,AEX,"Alexandria, LA",V,15.00,0.00,0.00
D,12953,LGA,"New York, NY",V,1.00,0.00,0.00
D,11618,EWR,"Newark, NJ",V,82.00,0.00,0.00
D,12007,GTR,"Columbus, MS",V,8.00,0.00,0.00
D,13796,OAK,"Oakland, CA",V,3.00,0.00,0.00
D,15919,XNA,"Fayetteville, AR",V,4.00,0.00,0.00
D,13851,OKC,"Oklahoma City, OK",V,51.00,0.00,0.00
D,13891,ONT,"Ontario, CA",V,5.00,,
D,11953,GNV,"Gainesville, FL",V,33.00,0.00,0.00
D,13204,MCO,"Orlando, FL",V,49.00,0.00,0.00
D,14100,PHL,"Philadelphia, PA",V,79.00,0.00,0.00
D,14107,PHX,"Phoenix, AZ",V,62.00,0.00,0.00
D,14122,PIT,"Pittsburgh, PA",V,21.00,0.00,0.00
D,14057,PDX,"Portland, OR",V,32.00,0.00,0.00
D,14492,RDU,"Raleigh/Durham, NC",V,84.00,0.00,0.00
D,14570,RNO,"Reno, NV",V,1.00,,
D,14893,SMF,"Sacramento, CA",V,34.00,0.00,0.00
D,14869,SLC,"Salt Lake City, UT",V,43.00,0.00,0.00
D,14683,SAT,"San Antonio, TX",V,41.00,0.00,0.00
D,14771,SFO,"San Francisco, CA",V,44.00,0.00,0.00
D,14831,SJC,"San Jose, CA",V,11.00,0.00,0.00
D,14908,SNA,"Santa Ana, CA",V,10.00,0.00,0.00
D,14747,SEA,"Seattle, WA",V,24.00,111.00,3.00
D,15096,SYR,"Syracuse, NY",V,3.00,0.00,0.00
D,15304,TPA,"Tampa, FL",V,27.00,0.00,0.00
D,11726,FOE,"Topeka, KS",V,1.00,0.00,0.00
D,12264,IAD,"Washington, DC",V,80.00,0.00,0.00
D,12197,HPN,"White Plains, NY",V,22.00,0.00,0.00
D,12278,ICT,"Wichita, KS",V,1.00,,
D,11764,FRG,"East Farmingdale, NY",V,2.00,,
D,10423,AUS,"Austin, TX",V,2.00,0.00,0.00
D,11982,GRK,"Killeen, TX",V,7.00,0.00,0.00
D,11996,GSP,"Greer, SC",V,7.00,0.00,0.00
D,10216,AHN,"Athens, GA",V,13.00,0.00,0.00
D,14696,SBN,"South Bend, IN",V,10.00,0.00,0.00
D,15249,TLH,"Tallahassee, FL",V,6.00,0.00,0.00
D,16218,YUM,"Yuma, AZ",V,2.00,,
D,13422,MOB,"Mobile, AL",V,2.00,0.00,0.00
D,10559,BFI,"Seattle, WA",V,7.00,0.00,0.00
D,13029,LNK,"Lincoln, NE",V,3.00,0.00,0.00
D,11003,CID,"Cedar Rapids/Iowa City, IA",V,2.00,0.00,0.00
D,15412,TYS,"Knoxville, TN",V,35.00,0.00,0.00
D,13662,NGF,"Kaneohe, HI",V,2.00,0.00,0.00
D,11111,COU,"Columbia, MO",V,4.00,0.00,0.00
D,15057,SVN,"Savannah, GA",V,5.00,14.00,0.00
D,14711,SCE,"State College, PA",V,5.00,0.00,0.00
D,11977,GRB,"Green Bay, WI",V,3.00,2.00,0.00
D,10990,CHO,"Charlottesville, VA",V,7.00,0.00,0.00
D,13697,N1C,"Cherry Point, NC",V,1.00,0.00,0.00
D,13290,MHK,"Manhattan/Ft. Riley, KS",V,1.00,0.00,0.00
D,10615,BIF,"El Paso, TX",V,11.00,0.00,0.00
D,11049,CLL,"College Station/Bryan, TX",V,6.00,0.00,0.00
D,11495,EFD,"Houston, TX",V,1.00,0.00,0.00
D,12947,LFI,"Newport News/Hampton, VA",V,1.00,0.00,0.00
D,10540,BED,"Bedford, MA",V,24.00,0.00,0.00
D,10849,BZN,"Bozeman, MT",V,4.00,0.00,0.00
D,14706,SC1,"Beaufort, SC",V,1.00,0.00,0.00
D,11123,CPS,"St. Louis, MO",V,8.00,0.00,0.00
D,11630,FAI,"Fairbanks, AK",V,3.00,0.00,0.00
D,12945,LEX,"Lexington, KY",V,5.00,0.00,0.00
D,11150,CSG,"Columbus, GA",V,2.00,0.00,0.00
D,13076,LSE,"La Crosse, WI",V,4.00,0.00,0.00
D,12884,LAN,"Lansing, MI",V,29.00,0.00,0.00
D,15153,TCL,"Tuscaloosa, AL",V,5.00,0.00,0.00
D,15154,TCM,"Tacoma, WA",V,7.00,0.00,0.00
D,14877,SLN,"Salina, KS",V,1.00,,
D,12523,JNU,"Juneau, AK",K,125.00,19.00,18.00
D,11997,GST,"Gustavus, AK",K,125.00,1.00,2.00
D,10792,BUF,"Buffalo, NY",V,2.00,0.00,0.00
D,11292,DEN,"Denver, CO",V,2.00,0.00,0.00
D,11433,DTW,"Detroit, MI",V,2.00,0.00,0.00
D,11697,FLL,"Fort Lauderdale, FL",V,2.00,0.00,0.00
D,14262,PSP,"Palm Springs, CA",V,2.00,0.00,0.00
D,12889,LAS,"Las Vegas, NV",V,4.00,0.00,0.00
D,12954,LGB,"Long Beach, CA",V,2.00,0.00,0.00
D,12892,LAX,"Los Angeles, CA",V,4.00,0.00,0.00
D,13796,OAK,"Oakland, CA",V,25.00,0.00,0.00
D,14100,PHL,"Philadelphia, PA",V,2.00,0.00,0.00
D,14107,PHX,"Phoenix, AZ",V,2.00,0.00,0.00
D,14122,PIT,"Pittsburgh, PA",V,2.00,0.00,0.00
D,14492,RDU,"Raleigh/Durham, NC",V,2.00,0.00,0.00
D,14831,SJC,"San Jose, CA",V,16.00,0.00,0.00
D,15304,TPA,"Tampa, FL",V,2.00,0.00,0.00
D,12264,IAD,"Washington, DC",V,2.00,0.00,0.00
D,14027,PBI,"West Palm Beach/Palm Beach, FL",V,2.00,0.00,0.00
D,10559,BFI,"Seattle, WA",V,2.00,0.00,0.00
D,12758,KOA,"Kona, HI",V,33.00,0.00,0.00
D,14222,PPG,"Pago Pago, TT",K,4.00,2.00,0.00
D,10721,BOS,"Boston, MA",K,52.00,50.00,0.00
D,12402,ITO,"Hilo, HI",K,896.00,236.00,0.00
D,12173,HNL,"Honolulu, HI",K,6631.00,6469.00,31.00
D,13830,OGG,"Kahului, HI",K,3144.00,179.00,0.00
D,12889,LAS,"Las Vegas, NV",K,332.00,356.00,4.00
D,12954,LGB,"Long Beach, CA",K,180.00,0.00,0.00
D,12892,LAX,"Los Angeles, CA",K,540.00,5121.00,0.00
D,12478,JFK,"New York, NY",K,88.00,227.00,40.00
D,13796,OAK,"Oakland, CA",K,268.00,27.00,15.00
D,13891,ONT,"Ontario, CA",K,90.00,0.00,0.00
D,13204,MCO,"Orlando, FL",K,41.00,4.00,0.00
D,14107,PHX,"Phoenix, AZ",K,91.00,24.00,2.00
D,14057,PDX,"Portland, OR",K,179.00,42.00,1.00
D,14893,SMF,"Sacramento, CA",K,180.00,15.00,22.00
D,14679,SAN,"San Diego, CA",K,180.00,584.00,2.00
D,14771,SFO,"San Francisco, CA",K,181.00,545.00,0.00
D,14831,SJC,"San Jose, CA",K,180.00,0.00,0.00
D,14747,SEA,"Seattle, WA",K,186.00,943.00,11.00
D,10423,AUS,"Austin, TX",K,41.00,213.00,0.00
D,12758,KOA,"Kona, HI",K,1650.00,155.00,0.00
D,12982,LIH,"Lihue, HI",K,1653.00,96.00,0.00
D,11193,CVG,"Cincinnati, OH",V,1.00,0.00,0.00
D,12173,HNL,"Honolulu, HI",V,168.00,0.00,1153.00
D,12339,IND,"Indianapolis, IN",V,1.00,0.00,0.00
D,11517,EIL,"Fairbanks, AK",V,1.00,0.00,0.00
D,13830,OGG,"Kahului, HI",V,74.00,1.00,382.00
D,12889,LAS,"Las Vegas, NV",V,1.00,0.00,0.00
D,14533,RIV,"Riverside, CA",V,8.00,0.00,0.00
D,11982,GRK,"Killeen, TX",V,6.00,0.00,0.00
D,15422,UAM,"Guam, TT",V,2.00,0.00,0.00
D,13662,NGF,"Kaneohe, HI",V,2.00,8.00,0.00
D,12758,KOA,"Kona, HI",V,2.00,0.00,0.00
D,12016,GUM,"Guam, TT",V,2.00,,
D,15024,STT,"Charlotte Amalie, VI",K,224.00,0.00,0.00
D,15027,STX,"Christiansted, VI",K,224.00,0.00,0.00
D,10257,ALB,"Albany, NY",K,9.00,0.00,0.00
D,10874,CAK,"Akron, OH",K,250.00,0.00,0.00
D,10431,AVL,"Asheville, NC",K,171.00,0.00,0.00
D,11146,CRW,"Charleston/Dunbar, WV",K,145.00,0.00,0.00
D,10821,BWI,"Baltimore, MD",K,13.00,0.00,0.00
D,11577,ERI,"Erie, PA",K,168.00,0.00,0.00
D,12397,ITH,"Ithaca/Cortland, NY",K,88.00,0.00,0.00
D,10599,BHM,"Birmingham, AL",K,22.00,0.00,0.00
D,14574,ROA,"Roanoke, VA",K,119.00,0.00,0.00
D,10434,AVP,"Scranton/Wilkes-Barre, PA",K,137.00,0.00,0.00
D,10792,BUF,"Buffalo, NY",K,100.00,0.00,0.00
D,12323,ILM,"Wilmington, NC",K,38.00,0.00,0.00
D,10994,CHS,"Charleston, SC",K,23.00,0.00,0.00
D,13930,ORD,"Chicago, IL",K,6641.00,0.00,0.00
D,11193,CVG,"Cincinnati, OH",K,109.00,0.00,0.00
D,11042,CLE,"Cleveland, OH",K,4.00,0.00,0.00
D,10868,CAE,"Columbia, SC",K,307.00,0.00,0.00
D,11066,CMH,"Columbus, OH",K,19.00,0.00,0.00
D,11267,DAY,"Dayton, OH",K,595.00,0.00,0.00
D,11423,DSM,"Des Moines, IA",K,59.00,0.00,0.00
D,11433,DTW,"Detroit, MI",K,91.00,0.00,0.00
D,10408,ATW,"Appleton, WI",K,408.00,0.00,0.00
D,11203,CWA,"Mosinee, WI",K,3.00,0.00,0.00
D,11986,GRR,"Grand Rapids, MI",K,153.00,0.00,0.00
D,11995,GSO,"Greensboro/High Point, NC",K,230.00,0.00,0.00
D,13230,MDT,"Harrisburg, PA",K,185.00,0.00,0.00
D,12217,HSV,"Huntsville, AL",K,22.00,0.00,0.00
D,12339,IND,"Indianapolis, IN",K,113.00,0.00,0.00
D,12992,LIT,"Little Rock, AR",K,164.00,0.00,0.00
D,14730,SDF,"Louisville, KY",K,191.00,0.00,0.00
D,13485,MSN,"Madison, WI",K,149.00,0.00,0.00
D,13244,MEM,"Memphis, TN",K,26.00,0.00,0.00
D,13342,MKE,"Milwaukee, WI",K,490.00,0.00,0.00
D,13367,MLI,"Moline, IL",K,105.00,0.00,0.00
D,12953,LGA,"New York, NY",K,7.00,0.00,0.00
D,15919,XNA,"Fayetteville, AR",K,3.00,0.00,0.00
D,13871,OMA,"Omaha, NE",K,6.00,0.00,0.00
D,14108,PIA,"Peoria, IL",K,167.00,0.00,0.00
D,14100,PHL,"Philadelphia, PA",K,15.00,0.00,0.00
D,14122,PIT,"Pittsburgh, PA",K,38.00,0.00,0.00
D,14307,PVD,"Providence, RI",K,90.00,0.00,0.00
D,14524,RIC,"Richmond, VA",K,28.00,0.00,0.00
D,14576,ROC,"Rochester, NY",K,103.00,0.00,0.00
D,15016,STL,"St. Louis, MO",K,7.00,0.00,0.00
D,11775,FSD,"Sioux Falls, SD",K,76.00,0.00,0.00
D,15096,SYR,"Syracuse, NY",K,110.00,0.00,0.00
D,15370,TUL,"Tulsa, OK",K,10.00,0.00,0.00
D,12264,IAD,"Washington, DC",K,2333.00,0.00,0.00
D,12197,HPN,"White Plains, NY",K,241.00,0.00,0.00
D,12278,ICT,"Wichita, KS",K,8.00,0.00,0.00
D,11996,GSP,"Greer, SC",K,18.00,0.00,0.00
D,14685,SAV,"Savannah, GA",K,5.00,0.00,0.00
D,11481,ECP,"Panama City, FL",K,7.00,0.00,0.00
D,14696,SBN,"South Bend, IN",K,104.00,0.00,0.00
D,14783,SGF,"Springfield, MO",K,87.00,0.00,0.00
D,11337,DLH,"Duluth, MN",K,151.00,0.00,0.00
D,14952,SPI,"Springfield, IL",K,133.00,0.00,0.00
D,10581,BGR,"Bangor, ME",K,30.00,0.00,0.00
D,13029,LNK,"Lincoln, NE",K,164.00,0.00,0.00
D,11003,CID,"Cedar Rapids/Iowa City, IA",K,126.00,0.00,0.00
D,11612,EVV,"Evansville, IN",K,2.00,0.00,0.00
D,15412,TYS,"Knoxville, TN",K,224.00,0.00,0.00
D,11111,COU,"Columbia, MO",K,1.00,,
D,14321,PWM,"Portland, ME",K,155.00,0.00,0.00
D,10135,ABE,"Allentown/Bethlehem/Easton, PA",K,181.00,0.00,0.00
D,10785,BTV,"Burlington, VT",K,159.00,0.00,0.00
D,13296,MHT,"Manchester, NH",K,2.00,0.00,0.00
D,14711,SCE,"State College, PA",K,171.00,0.00,0.00
D,13184,MBS,"Saginaw/Bay City/Midland, MI",K,171.00,0.00,0.00
D,11977,GRB,"Green Bay, WI",K,151.00,0.00,0.00
D,10990,CHO,"Charlottesville, VA",K,175.00,0.00,0.00
D,13577,MYR,"Myrtle Beach, SC",K,88.00,0.00,0.00
D,14193,PNS,"Pensacola, FL",K,82.00,0.00,0.00
D,10980,CHA,"Chattanooga, TN",K,46.00,0.00,0.00
D,12945,LEX,"Lexington, KY",K,200.00,0.00,0.00
D,11721,FNT,"Flint, MI",K,119.00,0.00,0.00
D,15380,TVC,"Traverse City, MI",K,152.00,0.00,0.00
D,10140,ABQ,"Albuquerque, NM",K,103.00,1.00,0.00
D,10397,ATL,"Atlanta, GA",K,131.00,18.00,0.00
D,10821,BWI,"Baltimore, MD",K,81.00,4.00,4.00
D,10721,BOS,"Boston, MA",K,393.00,81.00,16.00
D,10800,BUR,"Burbank, CA",K,302.00,0.00,0.00
D,10994,CHS,"Charleston, SC",K,71.00,1.00,0.00
D,10165,ADK,"Adak Island, AK",K,28.00,3.00,1.00
D,10551,BET,"Bethel, AK",K,276.00,27.00,12.00
D,13930,ORD,"Chicago, IL",K,562.00,104.00,208.00
D,11336,DLG,"Dillingham, AK",K,27.00,1.00,0.00
D,11193,CVG,"Cincinnati, OH",K,59.00,20.00,0.00
D,10245,AKN,"King Salmon, AK",K,18.00,0.00,0.00
D,11066,CMH,"Columbus, OH",K,55.00,28.00,2.00
D,11298,DFW,"Dallas/Fort Worth, TX",K,268.00,24.00,77.00
D,11259,DAL,"Dallas, TX",K,126.00,0.00,0.00
D,11292,DEN,"Denver, CO",K,359.00,18.00,1.00
D,11433,DTW,"Detroit, MI",K,76.00,16.00,16.00
D,11540,ELP,"El Paso, TX",K,15.00,0.00,0.00
D,11697,FLL,"Fort Lauderdale, FL",K,288.00,36.00,0.00
D,14635,RSW,"Fort Myers, FL",K,95.00,1.00,0.00
D,11638,FAT,"Fresno, CA",K,87.00,2.00,0.00
D,10754,BRW,"Barrow, AK",K,151.00,14.00,11.00
D,10926,CDV,"Cordova, AK",K,179.00,12.00,1.00
D,14709,SCC,"Deadhorse, AK",K,121.00,19.00,199.00
D,12523,JNU,"Juneau, AK",K,1189.00,334.00,64.00
D,12819,KTN,"Ketchikan, AK",K,653.00,165.00,30.00
D,10170,ADQ,"Kodiak, AK",K,182.00,39.00,0.00
D,12173,HNL,"Honolulu, HI",K,789.00,145.00,0.00
D,13970,OTZ,"Kotzebue, AK",K,235.00,7.00,2.00
D,12266,IAH,"Houston, TX",K,155.00,14.00,0.00
D,13873,OME,"Nome, AK",K,227.00,23.00,3.00
D,14256,PSG,"Petersburg, AK",K,182.00,84.00,2.00
D,14828,SIT,"Sitka, AK",K,413.00,155.00,10.00
D,12339,IND,"Indianapolis, IN",K,70.00,6.00,0.00
D,15841,WRG,"Wrangell, AK",K,186.00,56.00,1.00
D,14262,PSP,"Palm Springs, CA",K,441.00,35.00,0.00
D,15991,YAK,"Yakutat, AK",K,175.00,59.00,1.00
D,12448,JAN,"Jackson/Vicksburg, MS",K,1.00,,
D,13830,OGG,"Kahului, HI",K,685.00,9.00,0.00
D,13198,MCI,"Kansas City, MO",K,113.00,57.00,0.00
D,12889,LAS,"Las Vegas, NV",K,1225.00,32.00,0.00
D,12892,LAX,"Los Angeles, CA",K,3161.00,752.00,438.00
D,13342,MKE,"Milwaukee, WI",K,88.00,1.00,7.00
D,13487,MSP,"Minneapolis, MN",K,152.00,10.00,11.00
D,10693,BNA,"Nashville, TN",K,153.00,18.00,15.00
D,13495,MSY,"New Orleans, LA",K,99.00,20.00,0.00
D,12478,JFK,"New York, NY",K,925.00,29.00,209.00
D,11618,EWR,"Newark, NJ",K,820.00,28.00,223.00
D,13796,OAK,"Oakland, CA",K,49.00,1.00,0.00
D,13851,OKC,"Oklahoma City, OK",K,87.00,3.00,0.00
D,13871,OMA,"Omaha, NE",K,78.00,2.00,0.00
D,13891,ONT,"Ontario, CA",K,379.00,95.00,0.00
D,13204,MCO,"Orlando, FL",K,523.00,97.00,11.00
D,14100,PHL,"Philadelphia, PA",K,90.00,5.00,24.00
D,14107,PHX,"Phoenix, AZ",K,1040.00,127.00,77.00
D,14122,PIT,"Pittsburgh, PA",K,63.00,2.00,7.00
D,14057,PDX,"Portland, OR",K,4264.00,391.00,51.00
D,14492,RDU,"Raleigh/Durham, NC",K,78.00,8.00,1.00
D,14570,RNO,"Reno, NV",K,170.00,66.00,0.00
D,14893,SMF,"Sacramento, CA",K,388.00,25.00,0.00
D,15016,STL,"St. Louis, MO",K,89.00,15.00,0.00
D,14489,RDM,"Bend/Redmond, OR",K,1.00,,
D,14869,SLC,"Salt Lake City, UT",K,157.00,7.00,0.00
D,14683,SAT,"San Antonio, TX",K,91.00,7.00,2.00
D,14679,SAN,"San Diego, CA",K,1703.00,151.00,29.00
D,14771,SFO,"San Francisco, CA",K,3086.00,276.00,265.00
D,14831,SJC,"San Jose, CA",K,1083.00,25.00,1.00
D,14908,SNA,"Santa Ana, CA",K,785.00,4.00,0.00
D,14747,SEA,"Seattle, WA",K,16103.00,3781.00,1424.00
D,15304,TPA,"Tampa, FL",K,226.00,15.00,14.00
D,15376,TUS,"Tucson, AZ",K,171.00,1.00,0.00
D,12264,IAD,"Washington, DC",K,189.00,14.00,0.00
D,11278,DCA,"Washington, DC",K,435.00,5.00,0.00
D,10299,ANC,"Anchorage, AK",K,3340.00,3619.00,2306.00
D,10423,AUS,"Austin, TX",K,382.00,10.00,0.00
D,11884,GEG,"Spokane, WA",K,449.00,26.00,0.00
D,10559,BFI,"Seattle, WA",K,1.00,0.00,0.00
D,10713,BOI,"Boise, ID",K,208.00,12.00,0.00
D,16101,YKM,"Yakima, WA",K,2.00,,
D,12758,KOA,"Kona, HI",K,418.00,21.00,0.00
D,12982,LIH,"Lihue, HI",K,304.00,5.00,0.00
D,10849,BZN,"Bozeman, MT",K,171.00,1.00,0.00
D,11630,FAI,"Fairbanks, AK",K,533.00,82.00,2.00
D,14004,PAE,"Everett, WA",K,59.00,0.00,0.00
D,11638,FAT,"Fresno, CA",V,4.00,0.00,0.00
D,14709,SCC,"Deadhorse, AK",V,101.00,1.00,0.00
D,12892,LAX,"Los Angeles, CA",V,1.00,,
D,13796,OAK,"Oakland, CA",V,12.00,0.00,0.00
D,14485,RDB,"Red Dog, AK",V,26.00,0.00,0.00
D,14107,PHX,"Phoenix, AZ",V,1.00,,
D,14057,PDX,"Portland, OR",V,1.00,,
D,14570,RNO,"Reno, NV",V,4.00,0.00,0.00
D,14893,SMF,"Sacramento, CA",V,16.00,0.00,0.00
D,14679,SAN,"San Diego, CA",V,2.00,0.00,0.00
D,14771,SFO,"San Francisco, CA",V,19.00,,
D,14747,SEA,"Seattle, WA",V,1.00,,
D,10299,ANC,"Anchorage, AK",V,129.00,8.00,0.00
D,11603,EUG,"Eugene, OR",V,2.00,0.00,0.00
D,11630,FAI,"Fairbanks, AK",V,1.00,0.00,0.00
D,11638,FAT,"Fresno, CA",K,29.00,0.00,0.00
D,14262,PSP,"Palm Springs, CA",K,38.00,0.00,0.00
